survey_id,account_id,account_name,industry,los,relationship_score,trust_score,recommend_score,comment_text,survey_sent_date,survey_completed_date,respondent_role,insert_ts
15fb8a58-6ba2-4b86-93db-49080cacd0bc,A1820,Client_65,Retail,Advisory,10,4,10,Excellent relationship with leadership,2024-02-16,2024-06-30,CXO,2025-12-19 08:13:39.203673
1b546ddb-ecf6-49c4-a16b-1c00d3ff86fc,A2800,Client_3,Banking,Tax,9,6,3,Strong collaboration and trust,2024-04-04,2024-09-22,Director,2025-12-19 08:13:39.203686
3dc515d8-11c1-4850-9532-01b1640cd7ca,A1837,Client_52,Retail,Tax,8,6,7,Good delivery but slow communication,2024-10-29,2024-10-19,Director,2025-12-19 08:13:39.203697
456c35dc-b299-4dd1-996f-230520434cfb,A2739,Client_434,Banking,Tax,5,10,4,Needs improvement in turnaround time,2023-09-21,2023-05-04,Manager,2025-12-19 08:13:39.203709
3b22011e-2fe8-4dd3-abd4-cdb417c3511e,A1334,Client_163,Tech,Audit,9,5,7,Overall satisfied,2023-11-20,2024-02-19,CXO,2025-12-19 08:13:39.203722
6f059b10-d805-465b-8e87-4c9b44cd8a08,A1026,Client_27,Energy,Tax,7,5,10,Good delivery but slow communication,2023-03-17,2024-05-23,Director,2025-12-19 08:13:39.203734
03df2379-9e26-47df-b50e-b85be6768ab0,A1127,Client_116,Energy,Audit,10,8,10,Good delivery but slow communication,2023-02-16,2023-05-31,Manager,2025-12-19 08:13:39.203749
524786ec-5d45-42b2-bbbd-9952e2f122fe,A1683,Client_427,Retail,Advisory,10,8,9,Strong collaboration and trust,2024-08-27,2023-07-23,Manager,2025-12-19 08:13:39.203766
a7d84f45-1fe8-46ce-88af-5d23f9e57706,A1991,Client_100,Tech,Tax,4,5,4,Good delivery but slow communication,2023-10-28,2023-11-14,Director,2025-12-19 08:13:39.203776
77fb7abf-155a-48dc-8b37-5d3f23a69105,A2733,Client_230,Pharma,Advisory,8,4,4,Needs improvement in turnaround time,2024-03-17,2023-01-27,Director,2025-12-19 08:13:39.203785
8c878729-1f95-42ea-8609-21f31ee8a2ba,A2535,Client_491,Retail,Tax,10,5,3,Excellent relationship with leadership,2023-03-09,2023-01-06,Manager,2025-12-19 08:13:39.203795
bec8812f-44f9-4b70-9540-a9e1851a9408,A2714,Client_241,Energy,Tax,4,10,9,Strong collaboration and trust,2024-04-27,2024-10-06,CXO,2025-12-19 08:13:39.203804
38d8dbb1-85cd-4888-bf4c-e3382b588532,A2881,Client_353,Retail,Tax,4,7,3,Good delivery but slow communication,2024-07-05,2024-08-30,Director,2025-12-19 08:13:39.203814
75cc8540-d63f-434b-ac0e-f83cee92aff9,A1160,Client_138,Pharma,Tax,5,6,0,Overall satisfied,2023-03-17,2024-07-25,Director,2025-12-19 08:13:39.203827
9e46e68b-0e45-4c05-b9f2-f083fba2847d,A2042,Client_1,Pharma,Tax,8,9,1,Strong collaboration and trust,2023-11-25,2024-04-07,Director,2025-12-19 08:13:39.203844
f7dca73f-64ab-470d-900e-af27eeddaa2e,A1555,Client_368,Retail,Tax,9,6,3,Overall satisfied,2024-11-13,2023-04-30,Director,2025-12-19 08:13:39.203857
a4b21438-7748-4cf2-bfce-e24b7e039829,A1096,Client_332,Energy,Tax,4,4,4,Strong collaboration and trust,2024-08-24,2023-09-09,CXO,2025-12-19 08:13:39.203867
1f05bc85-adef-4498-af76-dcc548fff1a1,A2468,Client_160,Pharma,Tax,4,8,4,Strong collaboration and trust,2023-09-12,2024-09-10,Manager,2025-12-19 08:13:39.203876
cf420711-8a2f-4785-94bf-04197199d8e8,A2118,Client_77,Tech,Audit,10,8,0,Good delivery but slow communication,2024-08-25,2024-01-27,Director,2025-12-19 08:13:39.203887
d72abba5-15d7-4566-9fbc-ff46e2b85b43,A2574,Client_83,Banking,Audit,8,6,8,Overall satisfied,2024-02-13,2024-12-01,Director,2025-12-19 08:13:39.203897
3b5f3ba9-bd1b-4383-a8e1-6ce9b9c71215,A2286,Client_498,Banking,Advisory,7,8,8,Strong collaboration and trust,2023-06-05,2024-02-06,Director,2025-12-19 08:13:39.203906
c28ddce9-d0ed-4ab1-a7b8-95a6c0fc77e7,A1322,Client_312,Pharma,Audit,7,6,6,Overall satisfied,2023-07-31,2023-07-28,Manager,2025-12-19 08:13:39.203916
66236949-83ae-4624-a01a-088d88a69b3c,A1484,Client_176,Energy,Audit,5,4,3,Overall satisfied,2024-04-24,2023-11-04,Director,2025-12-19 08:13:39.203928
64f5cdb3-a004-462c-9b0d-1540aaab3e05,A2740,Client_11,Retail,Advisory,4,10,6,Needs improvement in turnaround time,2023-02-13,2024-06-01,Manager,2025-12-19 08:13:39.203937
6070ca2a-e45c-4b0e-893e-47f58be789a7,A2976,Client_310,Retail,Tax,4,8,2,Strong collaboration and trust,2024-11-26,2023-05-01,Manager,2025-12-19 08:13:39.203952
1b8705cd-cd0a-4f76-b450-11dc8e989af5,A2432,Client_315,Banking,Advisory,10,9,10,Excellent relationship with leadership,2023-08-16,2023-03-22,CXO,2025-12-19 08:13:39.203977
1f13e439-ada1-4f10-afa7-675deb877b10,A1408,Client_349,Tech,Tax,7,4,1,Excellent relationship with leadership,2024-07-04,2023-10-10,Manager,2025-12-19 08:13:39.204000
79ccd84f-00a3-40d8-bb05-ee00606d8b63,A1693,Client_288,Banking,Tax,5,10,6,Good delivery but slow communication,2023-07-10,2024-11-04,CXO,2025-12-19 08:13:39.204010
3a2fcc1a-ae07-4e43-ac33-fb28f3a0fb71,A1228,Client_305,Energy,Audit,6,7,10,Good delivery but slow communication,2023-05-31,2023-01-19,Director,2025-12-19 08:13:39.204021
0be3b37d-af61-462a-a454-0ec7f7ec11fe,A1462,Client_308,Energy,Advisory,4,7,7,Excellent relationship with leadership,2024-01-08,2024-12-29,Director,2025-12-19 08:13:39.204036
5d1d7328-e384-4959-84b0-9d9f1f68550e,A1606,Client_246,Banking,Advisory,9,9,2,Good delivery but slow communication,2023-03-23,2024-03-30,CXO,2025-12-19 08:13:39.204046
8c086d58-a87c-4e3f-b80f-dd01b0a17ec0,A1592,Client_200,Banking,Advisory,8,6,3,Overall satisfied,2023-10-06,2024-03-07,Director,2025-12-19 08:13:39.204058
6f8d9c65-447d-43c1-8204-e3280f3a30fc,A2646,Client_199,Energy,Audit,10,7,2,Good delivery but slow communication,2023-12-01,2024-12-20,Manager,2025-12-19 08:13:39.204070
3a256859-2c93-4571-9bb1-1406e3f0e797,A1769,Client_473,Banking,Tax,5,4,2,Needs improvement in turnaround time,2023-03-17,2024-07-01,Director,2025-12-19 08:13:39.204079
454e6365-2687-4869-9bab-3764c5f86ba2,A1033,Client_67,Pharma,Tax,10,8,7,Strong collaboration and trust,2023-08-10,2024-02-02,Manager,2025-12-19 08:13:39.204089
74bed676-1c53-4c8c-9f54-1dcd90477f82,A1821,Client_25,Pharma,Audit,7,5,0,Needs improvement in turnaround time,2024-02-10,2023-09-02,Director,2025-12-19 08:13:39.204099
2c49ed59-5f99-4dee-9011-67c87c0e740a,A2698,Client_5,Pharma,Audit,5,9,8,Strong collaboration and trust,2024-10-24,2024-10-10,Director,2025-12-19 08:13:39.204108
f1d5b775-7c74-4fe4-a16f-8ce82479ffcf,A1544,Client_429,Banking,Advisory,8,8,1,Strong collaboration and trust,2023-08-10,2024-08-23,CXO,2025-12-19 08:13:39.204118
6a1a46ed-f010-4937-94a9-b29f0f2078b3,A2213,Client_61,Tech,Audit,10,9,3,Strong collaboration and trust,2023-05-27,2024-01-09,CXO,2025-12-19 08:13:39.204128
78ed3a30-3d43-4334-ac66-13fc2db6757f,A1047,Client_312,Pharma,Tax,5,9,3,Needs improvement in turnaround time,2024-01-15,2024-08-05,Director,2025-12-19 08:13:39.204137
b4454803-5614-4592-a709-a0a1844e9744,A2425,Client_306,Pharma,Audit,10,4,9,Good delivery but slow communication,2024-02-06,2023-02-12,CXO,2025-12-19 08:13:39.204150
bf617e83-6b20-4af1-b2c8-c8dfd6b7b113,A2276,Client_367,Retail,Tax,4,5,7,Excellent relationship with leadership,2024-05-19,2023-10-30,Manager,2025-12-19 08:13:39.204161
69bbcda0-7243-4ffc-81aa-a1719e007d49,A1658,Client_132,Pharma,Advisory,8,5,0,Excellent relationship with leadership,2023-10-20,2024-07-24,Manager,2025-12-19 08:13:39.204171
2ece4e46-d7ba-4105-a7e5-ba796b66282f,A1576,Client_356,Pharma,Tax,5,8,1,Strong collaboration and trust,2024-07-24,2023-01-17,Manager,2025-12-19 08:13:39.204181
6c82f6e5-b3e9-4569-b395-e3c5a5d1e6e0,A2149,Client_62,Retail,Advisory,7,6,10,Excellent relationship with leadership,2024-06-26,2023-08-05,Director,2025-12-19 08:13:39.204190
f17b36ea-c651-4518-821d-c02dfe706a8f,A2815,Client_430,Pharma,Tax,7,7,2,Good delivery but slow communication,2024-09-03,2024-12-03,Director,2025-12-19 08:13:39.204200
0b50c37c-e720-4a0a-937d-c852d1e0d6db,A1305,Client_64,Energy,Advisory,7,4,5,Needs improvement in turnaround time,2024-01-25,2023-01-13,CXO,2025-12-19 08:13:39.204210
ffe0fb54-91b1-427b-b0b5-f33fd8da6be0,A2985,Client_416,Energy,Audit,10,7,2,Excellent relationship with leadership,2024-07-08,2024-03-09,CXO,2025-12-19 08:13:39.204220
d2af6d5f-5c7d-4857-818b-7c5cc2bb63c0,A1916,Client_6,Pharma,Tax,10,9,2,Needs improvement in turnaround time,2024-02-20,2023-01-17,CXO,2025-12-19 08:13:39.204230
30d2091d-f3bc-44e9-b0aa-9a2203c74b13,A1402,Client_181,Banking,Tax,8,6,0,Strong collaboration and trust,2024-01-19,2023-07-23,Manager,2025-12-19 08:13:39.204240
b1e5464c-9a7a-4ba8-b6e9-ef5f0137aeee,A1008,Client_35,Energy,Audit,9,9,10,Strong collaboration and trust,2024-03-09,2024-05-23,CXO,2025-12-19 08:13:39.204253
bcbfcf9b-15ab-4192-a4f4-a6b2224d326e,A1647,Client_217,Banking,Tax,8,7,9,Strong collaboration and trust,2024-01-18,2023-05-13,CXO,2025-12-19 08:13:39.204262
1b7daf70-f35d-44c6-9772-1b8d025c2ab1,A1523,Client_155,Banking,Audit,5,8,5,Excellent relationship with leadership,2024-03-28,2024-08-03,Director,2025-12-19 08:13:39.204272
6938a95f-6992-4a65-914e-002997309d30,A1115,Client_364,Energy,Tax,9,9,5,Good delivery but slow communication,2023-04-10,2024-11-27,Director,2025-12-19 08:13:39.204281
b93bdc06-bc20-4eab-83c5-e787ce7bf17c,A2422,Client_481,Energy,Advisory,4,6,7,Strong collaboration and trust,2024-08-09,2023-03-23,Manager,2025-12-19 08:13:39.204291
a92f178e-3988-49f7-994e-62d0e0c6b823,A2909,Client_269,Retail,Advisory,7,7,4,Needs improvement in turnaround time,2024-08-17,2023-08-08,Director,2025-12-19 08:13:39.204301
b6217255-e12f-4e65-9217-284bc11a3a1f,A1676,Client_199,Banking,Advisory,5,5,5,Overall satisfied,2024-05-21,2023-09-28,Manager,2025-12-19 08:13:39.204333
e1bfc4eb-0133-4cd1-9328-84c24140a4c1,A2373,Client_287,Energy,Tax,8,4,5,Needs improvement in turnaround time,2023-02-20,2023-07-10,CXO,2025-12-19 08:13:39.204359
bd0f1c96-b4ad-4c12-ac60-d28e3f0a404f,A2527,Client_356,Energy,Tax,10,9,1,Overall satisfied,2023-09-29,2023-09-08,CXO,2025-12-19 08:13:39.204369
8a08327f-4b5e-4ebc-8c76-beee92207b71,A2650,Client_329,Banking,Advisory,5,5,0,Overall satisfied,2024-01-04,2024-03-18,Director,2025-12-19 08:13:39.204382
e383d821-adcf-4835-aeab-19ee765d8800,A1495,Client_112,Tech,Audit,9,9,9,Needs improvement in turnaround time,2023-08-06,2024-11-29,CXO,2025-12-19 08:13:39.204391
8e4168f8-5231-46af-8334-a8a27de29433,A1430,Client_290,Energy,Tax,6,4,2,Overall satisfied,2023-05-17,2023-11-26,CXO,2025-12-19 08:13:39.204407
a2ddc6d3-ed57-4203-a12c-1a540f90b69e,A2562,Client_84,Energy,Tax,7,8,9,Good delivery but slow communication,2023-09-22,2023-06-19,Director,2025-12-19 08:13:39.204425
7b2e851e-1baa-4abb-b37f-74b6f63a8be4,A1969,Client_471,Tech,Advisory,9,5,3,Overall satisfied,2023-12-13,2024-10-29,CXO,2025-12-19 08:13:39.204440
ca58116f-39b6-4bbe-9648-47e46321e2b9,A1095,Client_70,Tech,Advisory,5,4,9,Strong collaboration and trust,2023-09-15,2024-12-06,CXO,2025-12-19 08:13:39.204450
d3aeda3d-4ef4-4026-8078-75fab137686f,A1133,Client_217,Retail,Audit,5,10,2,Overall satisfied,2023-10-13,2023-10-28,CXO,2025-12-19 08:13:39.204462
5dd80b8d-07c2-4c7f-8543-3161e4f5ee37,A1435,Client_493,Pharma,Tax,9,4,9,Overall satisfied,2024-06-21,2023-06-02,Manager,2025-12-19 08:13:39.204478
cd78a87f-33e0-43f1-9bc8-e7f0b29d5201,A1018,Client_410,Energy,Tax,10,6,1,Excellent relationship with leadership,2023-10-03,2024-12-07,Director,2025-12-19 08:13:39.204491
44f9148c-63d8-41bf-9f5f-3cd121f684ae,A1259,Client_460,Energy,Audit,7,6,6,Overall satisfied,2024-12-07,2024-09-15,Manager,2025-12-19 08:13:39.204503
3d331d06-a26c-4264-8983-ff8e1e8d96a4,A1142,Client_104,Retail,Audit,4,4,0,Needs improvement in turnaround time,2023-10-19,2023-09-09,CXO,2025-12-19 08:13:39.204515
59bb2efa-54b2-48b4-9473-59b8ddd7ed9e,A2379,Client_80,Tech,Tax,9,9,2,Good delivery but slow communication,2024-05-19,2024-04-05,Director,2025-12-19 08:13:39.204526
b24c45a3-2c81-4f2f-8b55-2f14466c37e9,A1956,Client_112,Tech,Audit,7,9,8,Strong collaboration and trust,2024-02-12,2024-02-16,Director,2025-12-19 08:13:39.204539
91dc8ff6-8ec3-4dbd-b148-104c5df83fa4,A2495,Client_245,Banking,Tax,4,5,8,Excellent relationship with leadership,2023-02-23,2023-09-01,Director,2025-12-19 08:13:39.204549
d6b289c0-725c-48dd-96b4-5c08831d28ea,A2633,Client_18,Pharma,Advisory,6,5,9,Overall satisfied,2023-11-08,2023-05-19,Manager,2025-12-19 08:13:39.204559
7c98e9f5-1010-4ea5-92fc-3dc2bbfb51e0,A1589,Client_44,Banking,Advisory,7,10,4,Strong collaboration and trust,2023-05-16,2024-05-22,Director,2025-12-19 08:13:39.204569
413e17b9-f93a-43c8-be9d-b901c2c4b019,A1037,Client_346,Energy,Tax,10,10,5,Overall satisfied,2023-06-21,2024-03-14,Director,2025-12-19 08:13:39.204579
455f4cd1-a604-44d7-87b1-767a8aaf5df5,A1860,Client_71,Pharma,Advisory,4,10,6,Good delivery but slow communication,2023-01-15,2023-02-10,CXO,2025-12-19 08:13:39.204588
28bc454d-068b-4d3b-9b75-cb7afc2a65e5,A2447,Client_208,Tech,Advisory,9,6,10,Needs improvement in turnaround time,2023-09-26,2024-02-26,Manager,2025-12-19 08:13:39.204601
3b78da78-ea9a-4248-8408-7b7a85b72c8f,A1145,Client_145,Retail,Tax,6,6,9,Needs improvement in turnaround time,2024-10-23,2024-08-23,CXO,2025-12-19 08:13:39.204612
760434a7-f8c3-4011-b3c4-dd85178e6c7b,A1213,Client_268,Tech,Advisory,9,10,9,Needs improvement in turnaround time,2024-08-11,2024-07-08,Manager,2025-12-19 08:13:39.204621
ffce048c-9bfc-41b8-b880-fdf98f9d6fd0,A1568,Client_432,Retail,Audit,6,8,8,Needs improvement in turnaround time,2023-02-05,2024-08-26,Manager,2025-12-19 08:13:39.204631
c6190c2c-4ef4-42d9-b2ae-46b7ee9fe4f3,A2270,Client_456,Pharma,Tax,4,10,4,Overall satisfied,2024-12-20,2024-11-08,CXO,2025-12-19 08:13:39.204640
7c1b5f18-5ae3-43cf-9a68-c04ae502248a,A1292,Client_422,Energy,Tax,6,5,2,Good delivery but slow communication,2023-08-16,2024-08-27,Director,2025-12-19 08:13:39.204651
4be7912b-4c84-48d5-9281-0397acbe5a25,A2829,Client_196,Banking,Audit,4,5,8,Overall satisfied,2024-12-21,2024-06-30,Manager,2025-12-19 08:13:39.204661
0c4fe149-c491-4c67-a827-d4931c6c3c46,A1152,Client_339,Banking,Tax,8,6,8,Excellent relationship with leadership,2023-08-22,2023-09-15,CXO,2025-12-19 08:13:39.204671
7732cb6e-3cd2-409f-8b19-c3ccd4e571e1,A1008,Client_359,Banking,Audit,9,7,6,Good delivery but slow communication,2023-05-21,2023-07-17,Manager,2025-12-19 08:13:39.204681
55eb6bf2-161c-4589-ae09-b757461fe0d7,A2991,Client_272,Pharma,Tax,6,5,10,Good delivery but slow communication,2023-12-16,2024-02-12,Manager,2025-12-19 08:13:39.204693
8ca65935-b7db-4f3d-8710-243bb617baee,A1944,Client_383,Retail,Advisory,7,4,8,Overall satisfied,2024-06-22,2023-05-25,CXO,2025-12-19 08:13:39.204703
e700e0e0-50b5-4644-b50b-65a664d9bc43,A1419,Client_231,Retail,Advisory,8,9,7,Strong collaboration and trust,2023-12-04,2024-11-04,Manager,2025-12-19 08:13:39.204712
2483460f-883e-47e4-827b-a9ef7ed90b4b,A2991,Client_435,Pharma,Audit,7,8,0,Needs improvement in turnaround time,2024-12-15,2023-03-20,Manager,2025-12-19 08:13:39.204721
3c3f91cb-8973-4e01-847f-9a558f764242,A1409,Client_358,Pharma,Advisory,9,6,6,Excellent relationship with leadership,2024-04-23,2024-08-11,Manager,2025-12-19 08:13:39.204733
6f0c2923-b590-4e67-bfa1-9530877382d9,A2098,Client_498,Pharma,Tax,4,10,10,Excellent relationship with leadership,2024-06-11,2024-03-14,Manager,2025-12-19 08:13:39.204743
ceb01329-4269-4f81-b466-c0203f369f7d,A1908,Client_320,Pharma,Advisory,10,10,6,Good delivery but slow communication,2024-11-25,2024-07-08,CXO,2025-12-19 08:13:39.204754
73ba48e2-f090-4fee-ae88-d94ead666cca,A2988,Client_2,Retail,Tax,5,5,6,Strong collaboration and trust,2023-02-21,2024-07-10,CXO,2025-12-19 08:13:39.204763
34165bf0-33fb-4d3a-a640-01341125367d,A2175,Client_451,Tech,Tax,4,7,6,Good delivery but slow communication,2023-01-08,2023-04-12,Director,2025-12-19 08:13:39.204773
39c721cc-f1d9-4569-a7c1-4624e050980b,A1660,Client_183,Pharma,Advisory,7,9,8,Needs improvement in turnaround time,2023-10-12,2023-12-05,Director,2025-12-19 08:13:39.204785
31696d6a-7373-4de3-875b-f82d3d43d318,A2362,Client_475,Retail,Tax,6,6,5,Needs improvement in turnaround time,2023-12-27,2023-04-13,CXO,2025-12-19 08:13:39.204794
1d79e240-d7e1-4edb-a7a0-48e1c64701f0,A1521,Client_241,Energy,Tax,4,4,0,Needs improvement in turnaround time,2024-06-20,2024-04-02,Director,2025-12-19 08:13:39.204804
36f645ca-4266-4c6e-820e-7e8f04f48169,A2067,Client_403,Energy,Advisory,10,5,4,Strong collaboration and trust,2024-01-01,2023-03-15,Director,2025-12-19 08:13:39.204816
b25b5564-44cb-49c9-b764-210ec299d730,A1783,Client_181,Pharma,Tax,4,5,2,Excellent relationship with leadership,2023-11-06,2023-09-24,CXO,2025-12-19 08:13:39.204828
ac3c0401-b366-44b8-99e9-7f3b301a3873,A2576,Client_263,Retail,Advisory,7,6,0,Good delivery but slow communication,2023-07-26,2023-07-26,Manager,2025-12-19 08:13:39.204838
ffa03ea1-192e-471e-87ba-acbccf546491,A1832,Client_468,Retail,Tax,4,8,3,Excellent relationship with leadership,2024-04-26,2023-02-12,Manager,2025-12-19 08:13:39.204852
9097410e-4dbf-4ac4-b4e2-a5e41bbabcd2,A1130,Client_232,Banking,Audit,7,5,0,Overall satisfied,2023-11-02,2023-10-02,CXO,2025-12-19 08:13:39.204866
706d8326-246b-4c28-bee0-58d6c6c6e822,A2876,Client_109,Retail,Advisory,7,4,2,Strong collaboration and trust,2024-12-11,2023-12-07,Manager,2025-12-19 08:13:39.204876
990dae9f-ce9f-4c0d-ab62-127136c80161,A1099,Client_277,Retail,Advisory,8,5,0,Overall satisfied,2023-10-12,2023-03-12,CXO,2025-12-19 08:13:39.204888
4c810662-846f-4453-b9e5-043d359dec64,A1551,Client_343,Retail,Audit,8,10,6,Strong collaboration and trust,2024-09-13,2024-05-02,Manager,2025-12-19 08:13:39.204902
094ff02f-0b60-44f2-a1f9-d5538ce89f46,A1992,Client_445,Retail,Tax,5,10,4,Excellent relationship with leadership,2023-06-06,2024-07-22,Director,2025-12-19 08:13:39.204915
4544ffda-ef55-4678-87a5-018e6e1724a8,A1224,Client_108,Pharma,Tax,8,6,8,Strong collaboration and trust,2023-11-02,2023-11-22,CXO,2025-12-19 08:13:39.204925
09241917-627b-47b1-80c3-24081eb35298,A1950,Client_105,Pharma,Tax,10,9,7,Excellent relationship with leadership,2024-06-05,2023-01-15,Manager,2025-12-19 08:13:39.204935
b12e7242-dc93-4571-aafe-a274367a90ec,A1659,Client_256,Tech,Advisory,6,9,0,Excellent relationship with leadership,2024-08-21,2024-10-05,Manager,2025-12-19 08:13:39.204944
5f8adc59-807a-4cc4-8bfc-593c07a16732,A1092,Client_72,Energy,Audit,5,9,9,Excellent relationship with leadership,2023-10-04,2023-05-31,Manager,2025-12-19 08:13:39.204954
0f776488-f617-4c42-a90b-c69b3b6d2531,A2785,Client_415,Banking,Audit,4,6,8,Overall satisfied,2023-05-24,2023-12-07,Manager,2025-12-19 08:13:39.204967
b337bcff-4c25-403b-bc5d-131e4336eb74,A1574,Client_313,Banking,Tax,5,10,4,Good delivery but slow communication,2023-02-11,2023-08-21,CXO,2025-12-19 08:13:39.204976
1760635e-147a-4fd7-b315-13788e298e2d,A2154,Client_381,Energy,Advisory,7,7,4,Overall satisfied,2024-03-23,2024-04-16,Director,2025-12-19 08:13:39.204986
ee7ec300-2d61-4f2b-ba08-9f5452fe0870,A2248,Client_188,Banking,Advisory,6,4,8,Needs improvement in turnaround time,2023-10-01,2024-12-04,Manager,2025-12-19 08:13:39.205004
fa9987f7-8a2c-4b85-b686-6e4738cf7688,A2477,Client_82,Tech,Audit,8,8,2,Overall satisfied,2023-11-24,2024-10-18,Manager,2025-12-19 08:13:39.205021
7072c2a9-a5c9-4358-b41b-e2f2f6f776bb,A2789,Client_203,Retail,Tax,4,8,6,Good delivery but slow communication,2023-09-08,2024-10-24,CXO,2025-12-19 08:13:39.205036
b18f5ea3-a67b-439f-862e-a55419ee945c,A1344,Client_498,Energy,Audit,9,9,5,Overall satisfied,2024-01-21,2024-09-29,Director,2025-12-19 08:13:39.205046
672160bc-3d5d-48ac-be83-f8e65fe3e0e9,A1339,Client_236,Energy,Tax,6,8,3,Strong collaboration and trust,2024-03-30,2023-07-17,Manager,2025-12-19 08:13:39.205056
c278a6fa-095e-4b0e-b612-85bf712a3b39,A1005,Client_197,Energy,Audit,10,8,3,Strong collaboration and trust,2024-01-16,2023-04-05,Manager,2025-12-19 08:13:39.205066
a40c8a36-09cf-47ba-8c16-aec6fba429a1,A2890,Client_458,Banking,Tax,8,8,2,Excellent relationship with leadership,2023-05-31,2024-01-26,Director,2025-12-19 08:13:39.205076
e559b4c0-792c-4a5f-9b68-dc245a6b9616,A2682,Client_175,Retail,Tax,7,8,8,Overall satisfied,2023-01-24,2024-03-06,CXO,2025-12-19 08:13:39.205085
2dfd07b0-db43-4053-b87c-a734a2a26662,A1482,Client_69,Energy,Advisory,5,5,10,Needs improvement in turnaround time,2023-05-02,2024-04-06,Manager,2025-12-19 08:13:39.205095
56c5d76b-7a7d-42ad-bff0-bcdb7107242b,A2029,Client_485,Retail,Audit,5,5,3,Needs improvement in turnaround time,2024-11-26,2024-08-09,CXO,2025-12-19 08:13:39.205106
b6137064-3509-4ff7-b1fd-910405435ef8,A1073,Client_363,Energy,Tax,10,6,8,Needs improvement in turnaround time,2023-02-26,2024-11-18,Manager,2025-12-19 08:13:39.205116
eb4af458-565f-40ed-8f7d-518966af78eb,A1574,Client_415,Energy,Tax,8,6,4,Strong collaboration and trust,2024-10-04,2024-03-31,Director,2025-12-19 08:13:39.205127
826cea48-044a-4b14-a311-0eeb215aa82c,A2016,Client_161,Pharma,Audit,8,8,1,Overall satisfied,2024-07-07,2024-10-01,Manager,2025-12-19 08:13:39.205137
3cb57c92-c48b-4828-8598-f1d27476d95a,A1081,Client_432,Energy,Advisory,5,7,8,Strong collaboration and trust,2023-12-28,2024-08-20,CXO,2025-12-19 08:13:39.205146
c8558658-27c3-4fb8-803f-81f3b1cf864c,A1656,Client_253,Retail,Audit,8,8,4,Excellent relationship with leadership,2024-06-06,2024-09-15,Manager,2025-12-19 08:13:39.205156
accb4d98-df67-4099-b3e6-609fbf357312,A2284,Client_200,Tech,Tax,10,8,3,Overall satisfied,2023-09-27,2024-07-17,Manager,2025-12-19 08:13:39.205167
19a16022-c8a1-4fd5-9abd-1920b8e2fae7,A1907,Client_211,Tech,Advisory,4,10,2,Strong collaboration and trust,2024-12-02,2024-05-05,Director,2025-12-19 08:13:39.205177
f1c1979c-d69c-49d1-b196-ca2ce91b5bbf,A1162,Client_78,Tech,Advisory,7,9,1,Good delivery but slow communication,2023-04-28,2024-10-08,Manager,2025-12-19 08:13:39.205186
080d1978-dbd1-436e-847b-b8503c894eb1,A2234,Client_15,Pharma,Advisory,4,8,8,Strong collaboration and trust,2023-06-08,2024-08-03,Manager,2025-12-19 08:13:39.205198
657b52b0-20cb-43d5-aaf7-1fce55a58578,A2616,Client_277,Retail,Advisory,7,10,10,Strong collaboration and trust,2024-06-07,2023-05-18,CXO,2025-12-19 08:13:39.205210
70e184ad-64aa-4a81-ac06-9b877d17767c,A2328,Client_424,Energy,Audit,7,7,9,Strong collaboration and trust,2023-05-02,2023-02-18,Director,2025-12-19 08:13:39.205222
2db19cc3-b834-4718-8804-9f130ee16235,A2200,Client_68,Tech,Tax,10,5,9,Overall satisfied,2023-05-28,2024-02-01,Manager,2025-12-19 08:13:39.205237
bebffe8f-fa59-49f0-af43-e7c8d4c3979c,A2242,Client_458,Tech,Audit,6,9,8,Needs improvement in turnaround time,2024-11-08,2023-11-08,Manager,2025-12-19 08:13:39.205247
36f758d8-9cbd-4bde-9d6b-1dc13e54c84b,A2847,Client_233,Banking,Audit,9,6,0,Needs improvement in turnaround time,2024-05-17,2023-12-02,Director,2025-12-19 08:13:39.205257
3d74f114-383b-450c-a141-3a7ffaa3d6b3,A2046,Client_315,Energy,Advisory,10,9,3,Good delivery but slow communication,2023-12-13,2023-12-29,Manager,2025-12-19 08:13:39.205267
8ad5426d-8e5d-4dbb-b113-aa74037f8a66,A1913,Client_7,Energy,Tax,5,9,1,Good delivery but slow communication,2024-11-04,2023-08-12,CXO,2025-12-19 08:13:39.205276
4662321d-c566-4688-8361-c33eccd69243,A1661,Client_169,Pharma,Advisory,4,9,5,Needs improvement in turnaround time,2024-11-23,2023-02-03,Director,2025-12-19 08:13:39.205286
ae3d3fde-6212-4284-85a9-5a00ccfa82b8,A1260,Client_330,Banking,Advisory,7,8,9,Good delivery but slow communication,2024-06-12,2023-10-08,Manager,2025-12-19 08:13:39.205299
46f8998f-2975-4a64-9584-afcf506de078,A2683,Client_144,Pharma,Audit,6,6,8,Overall satisfied,2023-08-03,2023-04-18,CXO,2025-12-19 08:13:39.205309
606e6850-5215-4aed-9f34-d828eb643ff9,A1637,Client_33,Pharma,Tax,4,9,1,Good delivery but slow communication,2023-08-21,2024-10-25,Director,2025-12-19 08:13:39.205319
399ea952-9c49-4bff-bc89-8a0ace26c0f6,A2742,Client_26,Tech,Tax,8,7,1,Excellent relationship with leadership,2024-10-04,2024-02-07,Manager,2025-12-19 08:13:39.205329
